fid,ZONENUMMER,STGB,STGB_L,NIS_GEM,NIS_GEM_L,VREGIO,VREGIO_L,leuven_statsec_fid,leuven_statsec_UIDN,leuven_statsec_OIDN,leuven_statsec_CODSEC,leuven_statsec_SEC,leuven_statsec_SECNAAM,leuven_statsec_LENGTE,leuven_statsec_OPPERVL,leuven_statsec_STDEEL
"251","251","2",INVLOEDSGEBIED,"12029",12029 PUTTE,"9",MECHELEN,,,,,,,,,
"252","252","2",INVLOEDSGEBIED,"12029",12029 PUTTE,"9",MECHELEN,,,,,,,,,
"253","253","2",INVLOEDSGEBIED,"12029",12029 PUTTE,"9",MECHELEN,,,,,,,,,
"254","254","3",BUITENGEBIED_1,"12030",12030 PUURS,"9",MECHELEN,,,,,,,,,
"255","255","3",BUITENGEBIED_1,"12030",12030 PUURS,"9",MECHELEN,,,,,,,,,
"256","256","3",BUITENGEBIED_1,"12030",12030 PUURS,"9",MECHELEN,,,,,,,,,
"257","257","3",BUITENGEBIED_1,"12030",12030 PUURS,"9",MECHELEN,,,,,,,,,
"258","258","4",BUITENGEBIED_2,"12034",12034 SINT-AMANDS,"9",MECHELEN,,,,,,,,,
"259","259","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"260","260","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"261","261","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"262","262","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"263","263","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"264","264","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"265","265","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"266","266","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"267","267","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"268","268","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"269","269","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"270","270","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"271","271","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"272","272","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"273","273","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"274","274","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"275","275","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"276","276","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"277","277","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"278","278","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"279","279","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"280","280","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"281","281","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"282","282","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"283","283","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"284","284","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"285","285","2",INVLOEDSGEBIED,"12035",12035 SINT-KATELIJNE-WAVER,"9",MECHELEN,,,,,,,,,
"286","286","3",BUITENGEBIED_1,"12040",12040 WILLEBROEK,"9",MECHELEN,,,,,,,,,
"287","287","3",BUITENGEBIED_1,"12040",12040 WILLEBROEK,"9",MECHELEN,,,,,,,,,
"288","288","3",BUITENGEBIED_1,"12040",12040 WILLEBROEK,"9",MECHELEN,,,,,,,,,
"289","289","3",BUITENGEBIED_1,"12040",12040 WILLEBROEK,"9",MECHELEN,,,,,,,,,
"290","290","5",BUITENGEBIED_3,"0",0 ARENDONK/BEERSE/KASTERLEE/LILLE/...,"5",KEMPEN,,,,,,,,,
"291","291","5",BUITENGEBIED_3,"0",0 BAARLE-HERTOG/HOOGSTRATEN/MERKSPLAS/RIJKEVORSEL,"5",KEMPEN,,,,,,,,,
"292","292","3",BUITENGEBIED_1,"13003",13003 BALEN,"5",KEMPEN,,,,,,,,,
"293","293","4",BUITENGEBIED_2,"13003",13003 BALEN,"5",KEMPEN,,,,,,,,,
"294","294","4",BUITENGEBIED_2,"13003",13003 BALEN,"5",KEMPEN,,,,,,,,,
"295","295","3",BUITENGEBIED_1,"13003",13003 BALEN,"5",KEMPEN,,,,,,,,,
"296","296","4",BUITENGEBIED_2,"13006",13006 DESSEL,"5",KEMPEN,,,,,,,,,
"297","297","3",BUITENGEBIED_1,"13008",13008 GEEL,"5",KEMPEN,,,,,,,,,
"298","298","3",BUITENGEBIED_1,"13008",13008 GEEL,"5",KEMPEN,,,,,,,,,
"299","299","3",BUITENGEBIED_1,"13008",13008 GEEL,"5",KEMPEN,,,,,,,,,
"300","300","2",INVLOEDSGEBIED,"13008",13008 GEEL,"5",KEMPEN,,,,,,,,,
"301","301","2",INVLOEDSGEBIED,"13008",13008 GEEL,"5",KEMPEN,,,,,,,,,
"302","302","2",INVLOEDSGEBIED,"13008",13008 GEEL,"5",KEMPEN,,,,,,,,,
"303","303","2",INVLOEDSGEBIED,"13008",13008 GEEL,"5",KEMPEN,,,,,,,,,
"304","304","2",INVLOEDSGEBIED,"13008",13008 GEEL,"5",KEMPEN,,,,,,,,,
"305","305","2",INVLOEDSGEBIED,"13008",13008 GEEL,"5",KEMPEN,,,,,,,,,
"306","306","2",INVLOEDSGEBIED,"13008",13008 GEEL,"5",KEMPEN,,,,,,,,,
"307","307","2",INVLOEDSGEBIED,"13008",13008 GEEL,"5",KEMPEN,,,,,,,,,
"308","308","3",BUITENGEBIED_1,"13008",13008 GEEL,"5",KEMPEN,,,,,,,,,
"309","309","3",BUITENGEBIED_1,"13008",13008 GEEL,"5",KEMPEN,,,,,,,,,
"310","310","3",BUITENGEBIED_1,"13008",13008 GEEL,"5",KEMPEN,,,,,,,,,
"311","311","4",BUITENGEBIED_2,"13008",13008 GEEL,"5",KEMPEN,,,,,,,,,
"312","312","4",BUITENGEBIED_2,"13010",13010 GROBBENDONK,"5",KEMPEN,,,,,,,,,
"313","313","3",BUITENGEBIED_1,"13010",13010 GROBBENDONK,"5",KEMPEN,,,,,,,,,
"314","314","3",BUITENGEBIED_1,"13010",13010 GROBBENDONK,"5",KEMPEN,,,,,,,,,
"315","315","3",BUITENGEBIED_1,"13011",13011 HERENTALS,"5",KEMPEN,,,,,,,,,
"316","316","3",BUITENGEBIED_1,"13011",13011 HERENTALS,"5",KEMPEN,,,,,,,,,
"317","317","4",BUITENGEBIED_2,"13011",13011 HERENTALS,"5",KEMPEN,,,,,,,,,
"318","318","3",BUITENGEBIED_1,"13011",13011 HERENTALS,"5",KEMPEN,,,,,,,,,
"319","319","3",BUITENGEBIED_1,"13011",13011 HERENTALS,"5",KEMPEN,,,,,,,,,
"320","320","3",BUITENGEBIED_1,"13012",13012 HERENTHOUT,"5",KEMPEN,,,,,,,,,
"321","321","2",INVLOEDSGEBIED,"13013",13013 HERSELT,"5",KEMPEN,,,,,,,,,
"322","322","2",INVLOEDSGEBIED,"13013",13013 HERSELT,"5",KEMPEN,,,,,,,,,
"323","323","2",INVLOEDSGEBIED,"13013",13013 HERSELT,"5",KEMPEN,,,,,,,,,
"324","324","2",INVLOEDSGEBIED,"13013",13013 HERSELT,"5",KEMPEN,,,,,,,,,
"325","325","2",INVLOEDSGEBIED,"13013",13013 HERSELT,"5",KEMPEN,,,,,,,,,
"326","326","2",INVLOEDSGEBIED,"13013",13013 HERSELT,"5",KEMPEN,,,,,,,,,
"327","327","2",INVLOEDSGEBIED,"13013",13013 HERSELT,"5",KEMPEN,,,,,,,,,
"328","328","2",INVLOEDSGEBIED,"13013",13013 HERSELT,"5",KEMPEN,,,,,,,,,
"329","329","2",INVLOEDSGEBIED,"13013",13013 HERSELT,"5",KEMPEN,,,,,,,,,
"330","330","2",INVLOEDSGEBIED,"13013",13013 HERSELT,"5",KEMPEN,,,,,,,,,
"331","331","2",INVLOEDSGEBIED,"13013",13013 HERSELT,"5",KEMPEN,,,,,,,,,
"332","332","2",INVLOEDSGEBIED,"13013",13013 HERSELT,"5",KEMPEN,,,,,,,,,
"333","333","2",INVLOEDSGEBIED,"13013",13013 HERSELT,"5",KEMPEN,,,,,,,,,
"334","334","2",INVLOEDSGEBIED,"13013",13013 HERSELT,"5",KEMPEN,,,,,,,,,
"335","335","2",INVLOEDSGEBIED,"13013",13013 HERSELT,"5",KEMPEN,,,,,,,,,
"336","336","2",INVLOEDSGEBIED,"13013",13013 HERSELT,"5",KEMPEN,,,,,,,,,
"337","337","2",INVLOEDSGEBIED,"13013",13013 HERSELT,"5",KEMPEN,,,,,,,,,
"338","338","2",INVLOEDSGEBIED,"13013",13013 HERSELT,"5",KEMPEN,,,,,,,,,
"339","339","2",INVLOEDSGEBIED,"13016",13016 HULSHOUT,"5",KEMPEN,,,,,,,,,
"340","340","2",INVLOEDSGEBIED,"13016",13016 HULSHOUT,"5",KEMPEN,,,,,,,,,
"341","341","2",INVLOEDSGEBIED,"13016",13016 HULSHOUT,"5",KEMPEN,,,,,,,,,
"342","342","2",INVLOEDSGEBIED,"13016",13016 HULSHOUT,"5",KEMPEN,,,,,,,,,
"343","343","2",INVLOEDSGEBIED,"13016",13016 HULSHOUT,"5",KEMPEN,,,,,,,,,
"344","344","2",INVLOEDSGEBIED,"13016",13016 HULSHOUT,"5",KEMPEN,,,,,,,,,
"345","345","2",INVLOEDSGEBIED,"13016",13016 HULSHOUT,"5",KEMPEN,,,,,,,,,
"346","346","2",INVLOEDSGEBIED,"13016",13016 HULSHOUT,"5",KEMPEN,,,,,,,,,
"347","347","4",BUITENGEBIED_2,"13017",13017 KASTERLEE,"5",KEMPEN,,,,,,,,,
"348","348","5",BUITENGEBIED_3,"13017",13017 KASTERLEE,"5",KEMPEN,,,,,,,,,
"349","349","4",BUITENGEBIED_2,"13019",13019 LILLE,"5",KEMPEN,,,,,,,,,
"350","350","3",BUITENGEBIED_1,"13021",13021 MEERHOUT,"5",KEMPEN,,,,,,,,,
"351","351","2",INVLOEDSGEBIED,"13021",13021 MEERHOUT,"5",KEMPEN,,,,,,,,,
"352","352","3",BUITENGEBIED_1,"13025",13025 MOL,"5",KEMPEN,,,,,,,,,
"353","353","4",BUITENGEBIED_2,"13025",13025 MOL,"5",KEMPEN,,,,,,,,,
"354","354","5",BUITENGEBIED_3,"0",0 MOL/RETIE,"5",KEMPEN,,,,,,,,,
"355","355","3",BUITENGEBIED_1,"13029",13029 OLEN,"5",KEMPEN,,,,,,,,,
"356","356","4",BUITENGEBIED_2,"13029",13029 OLEN,"5",KEMPEN,,,,,,,,,
"357","357","4",BUITENGEBIED_2,"13036",13036 RETIE,"5",KEMPEN,,,,,,,,,
"358","358","4",BUITENGEBIED_2,"13044",13044 VORSELAAR,"5",KEMPEN,,,,,,,,,
"359","359","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"360","360","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"361","361","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"362","362","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"363","363","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"364","364","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"365","365","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"366","366","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"367","367","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"368","368","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"369","369","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"370","370","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"371","371","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"372","372","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"373","373","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"374","374","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"375","375","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"376","376","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"377","377","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"378","378","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"379","379","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"380","380","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"381","381","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"382","382","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"383","383","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"384","384","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"385","385","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"386","386","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"387","387","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"388","388","2",INVLOEDSGEBIED,"13049",13049 WESTERLO,"5",KEMPEN,,,,,,,,,
"389","389","2",INVLOEDSGEBIED,"13053",13053 LAAKDAL,"5",KEMPEN,,,,,,,,,
"390","390","2",INVLOEDSGEBIED,"13053",13053 LAAKDAL,"5",KEMPEN,,,,,,,,,
"391","391","2",INVLOEDSGEBIED,"13053",13053 LAAKDAL,"5",KEMPEN,,,,,,,,,
"392","392","2",INVLOEDSGEBIED,"13053",13053 LAAKDAL,"5",KEMPEN,,,,,,,,,
"393","393","2",INVLOEDSGEBIED,"13053",13053 LAAKDAL,"5",KEMPEN,,,,,,,,,
"394","394","2",INVLOEDSGEBIED,"13053",13053 LAAKDAL,"5",KEMPEN,,,,,,,,,
"395","395","2",INVLOEDSGEBIED,"13053",13053 LAAKDAL,"5",KEMPEN,,,,,,,,,
"396","396","2",INVLOEDSGEBIED,"13053",13053 LAAKDAL,"5",KEMPEN,,,,,,,,,
"397","397","2",INVLOEDSGEBIED,"13053",13053 LAAKDAL,"5",KEMPEN,,,,,,,,,
"398","398","2",INVLOEDSGEBIED,"13053",13053 LAAKDAL,"5",KEMPEN,,,,,,,,,
"399","399","2",INVLOEDSGEBIED,"13053",13053 LAAKDAL,"5",KEMPEN,,,,,,,,,
"400","400","2",INVLOEDSGEBIED,"13053",13053 LAAKDAL,"5",KEMPEN,,,,,,,,,
"401","401","2",INVLOEDSGEBIED,"13053",13053 LAAKDAL,"5",KEMPEN,,,,,,,,,
"402","402","2",INVLOEDSGEBIED,"13053",13053 LAAKDAL,"5",KEMPEN,,,,,,,,,
"403","403","2",INVLOEDSGEBIED,"13053",13053 LAAKDAL,"5",KEMPEN,,,,,,,,,
"404","404","2",INVLOEDSGEBIED,"13053",13053 LAAKDAL,"5",KEMPEN,,,,,,,,,
"405","405","2",INVLOEDSGEBIED,"13053",13053 LAAKDAL,"5",KEMPEN,,,,,,,,,
"406","406","2",INVLOEDSGEBIED,"13053",13053 LAAKDAL,"5",KEMPEN,,,,,,,,,
"407","407","2",INVLOEDSGEBIED,"13053",13053 LAAKDAL,"5",KEMPEN,,,,,,,,,
"408","408","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"409","409","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"410","410","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"411","411","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"412","412","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"413","413","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"414","414","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"415","415","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"416","416","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"417","417","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"418","418","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"419","419","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"420","420","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"421","421","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"422","422","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"423","423","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"424","424","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"425","425","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"426","426","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"427","427","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"428","428","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"429","429","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"430","430","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"431","431","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"432","432","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"433","433","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"434","434","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"435","435","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"436","436","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"437","437","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"438","438","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"439","439","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"440","440","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"441","441","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"442","442","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"443","443","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"444","444","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"445","445","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"446","446","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"447","447","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"448","448","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"449","449","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"450","450","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"451","451","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"452","452","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"453","453","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"454","454","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"455","455","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"456","456","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"457","457","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"458","458","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"459","459","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"460","460","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"461","461","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"462","462","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"463","463","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"464","464","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"465","465","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"466","466","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"467","467","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"468","468","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"469","469","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"470","470","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"471","471","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"472","472","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"473","473","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"474","474","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"475","475","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"476","476","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"477","477","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"478","478","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"479","479","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"480","480","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"481","481","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"482","482","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"483","483","2",INVLOEDSGEBIED,"21001",21001 ANDERLECHT,"16",BRUSSEL,,,,,,,,,
"484","484","2",INVLOEDSGEBIED,"21002",21002 OUDERGEM,"16",BRUSSEL,,,,,,,,,
"485","485","2",INVLOEDSGEBIED,"21002",21002 OUDERGEM,"16",BRUSSEL,,,,,,,,,
"486","486","2",INVLOEDSGEBIED,"21002",21002 OUDERGEM,"16",BRUSSEL,,,,,,,,,
"487","487","2",INVLOEDSGEBIED,"21002",21002 OUDERGEM,"16",BRUSSEL,,,,,,,,,
"488","488","2",INVLOEDSGEBIED,"21002",21002 OUDERGEM,"16",BRUSSEL,,,,,,,,,
"489","489","2",INVLOEDSGEBIED,"21002",21002 OUDERGEM,"16",BRUSSEL,,,,,,,,,
"490","490","2",INVLOEDSGEBIED,"21002",21002 OUDERGEM,"16",BRUSSEL,,,,,,,,,
"491","491","2",INVLOEDSGEBIED,"21002",21002 OUDERGEM,"16",BRUSSEL,,,,,,,,,
"492","492","2",INVLOEDSGEBIED,"21002",21002 OUDERGEM,"16",BRUSSEL,,,,,,,,,
"493","493","2",INVLOEDSGEBIED,"21002",21002 OUDERGEM,"16",BRUSSEL,,,,,,,,,
"494","494","2",INVLOEDSGEBIED,"21002",21002 OUDERGEM,"16",BRUSSEL,,,,,,,,,
"495","495","2",INVLOEDSGEBIED,"21002",21002 OUDERGEM,"16",BRUSSEL,,,,,,,,,
"496","496","2",INVLOEDSGEBIED,"21002",21002 OUDERGEM,"16",BRUSSEL,,,,,,,,,
"497","497","2",INVLOEDSGEBIED,"21002",21002 OUDERGEM,"16",BRUSSEL,,,,,,,,,
"498","498","2",INVLOEDSGEBIED,"21002",21002 OUDERGEM,"16",BRUSSEL,,,,,,,,,
"499","499","2",INVLOEDSGEBIED,"21002",21002 OUDERGEM,"16",BRUSSEL,,,,,,,,,
"500","500","2",INVLOEDSGEBIED,"21002",21002 OUDERGEM,"16",BRUSSEL,,,,,,,,,
"501","501","2",INVLOEDSGEBIED,"21002",21002 OUDERGEM,"16",BRUSSEL,,,,,,,,,
